Time,Y,
0.01348,-7.242181453,-8.442443529
0.01349,-4.192258597,-1.361130268
0.0135,-4.80243E-13,4.494496151
0.01351,4.192258597,2.673572338
0.01352,7.242181453,4.851258329
0.01353,8.436528108,11.68796756
0.01354,7.756463002,6.140392131
0.01355,5.877852523,7.778969547
0.01356,3.906544798,1.662706616
0.01357,2.949849846,-19.72807782
0.01358,3.687996674,1.551696047
0.01359,6.109344263,2.094807235
0.0136,9.510565163,6.351171752
0.01361,12.76179877,4.916201892
0.01362,14.73554987,18.80612046
0.01363,14.73554987,16.82583849
0.01364,12.76179877,10.70047938
0.01365,9.510565163,14.5781041
0.01366,6.109344263,4.760931728
0.01367,3.687996674,5.055730196
0.01368,2.949849846,6.441888839
0.01369,3.906544798,7.401724369
0.0137,5.877852523,11.90622121
0.01371,7.756463002,14.3321063
0.01372,8.436528108,8.764872411
0.01373,7.242181453,8.972938641
0.01374,4.192258597,8.160518898
0.01375,2.89132E-13,10.62136852
0.01376,-4.192258597,-11.77971462
0.01377,-7.242181453,-6.963353267
0.01378,-8.436528108,-11.99052158
0.01379,-7.756463002,-7.887979667
0.0138,-5.877852523,-8.636746592
0.01381,-3.906544798,-9.883046498
0.01382,-2.949849846,-1.389925627
0.01383,-3.687996674,-15.45643432
0.01384,-6.109344263,-6.891361495
0.01385,-9.510565163,-11.64137184
0.01386,-12.76179877,-16.18463619
0.01387,-14.73554987,-19.89341614
0.01388,-14.73554987,-23.92629461
0.01389,-12.76179877,-22.39974343
0.0139,-9.510565163,-12.72462778
0.01391,-6.109344263,-4.670966722
0.01392,-3.687996674,-2.745228441
0.01393,-2.949849846,-3.784167133
0.01394,-3.906544798,2.222718734
0.01395,-5.877852523,-3.580375324
0.01396,-7.756463002,-7.479890275
0.01397,-8.436528108,-9.935412825
0.01398,-7.242181453,-15.62352862
0.01399,-4.192258597,-3.56946434
0.014,1.86197E-13,-12.7600152
0.01401,4.192258597,3.874231755
0.01402,7.242181453,10.29145617
0.01403,8.436528108,14.16835486
0.01404,7.756463002,6.564624691
0.01405,5.877852523,8.606835943
0.01406,3.906544798,1.355490525
0.01407,2.949849846,3.799520379
0.01408,3.687996674,2.63509094
0.01409,6.109344263,4.132877543
0.0141,9.510565163,8.373909072
0.01411,12.76179877,17.04755817
0.01412,14.73554987,13.02571947
0.01413,14.73554987,20.82341965
0.01414,12.76179877,12.01022525
0.01415,9.510565163,10.41110961
0.01416,6.109344263,1.274086693
0.01417,3.687996674,2.204228554
0.01418,2.949849846,8.442350736
0.01419,3.906544798,-3.216750977
0.0142,5.877852523,8.877683443
0.01421,7.756463002,13.9185481
0.01422,8.436528108,11.52263885
0.01423,7.242181453,11.12502785
0.01424,4.192258597,0.499537495
0.01425,1.91126E-13,6.784268294
0.01426,-4.192258597,-8.595168828
0.01427,-7.242181453,1.404624561
0.01428,-8.436528108,-12.29966557
0.01429,-7.756463002,7.581823308
0.0143,-5.877852523,1.919350913
0.01431,-3.906544798,-8.785821512
0.01432,-2.949849846,0.128271781
0.01433,-3.687996674,-2.625463689
0.01434,-6.109344263,-10.53225103
0.01435,-9.510565163,-13.82427896
0.01436,-12.76179877,-11.83954184
0.01437,-14.73554987,-4.638019493
0.01438,-14.73554987,-9.3957123
0.01439,-12.76179877,-6.905350324
0.0144,-9.510565163,-4.871968568
0.01441,-6.109344263,-1.582488701
0.01442,-3.687996674,-2.191801161
0.01443,-2.949849846,-6.840181171
0.01444,-3.906544798,0.741063358
0.01445,-5.877852523,-9.009085554
0.01446,-7.756463002,-3.907387129
0.01447,-8.436528108,-1.298009156
0.01448,-7.242181453,7.353209887
0.01449,-4.192258597,-0.763187929
0.0145,2.84202E-13,1.153516745
0.01451,4.192258597,15.58359474
0.01452,7.242181453,4.840146902
0.01453,8.436528108,7.876978843
0.01454,7.756463002,3.127229853
0.01455,5.877852523,11.47530878
0.01456,3.906544798,-0.86664412
0.01457,2.949849846,-6.120953677
0.01458,3.687996674,-1.241376933
0.01459,6.109344263,4.466220488
0.0146,9.510565163,0.936780814
0.01461,12.76179877,19.51239725
0.01462,14.73554987,18.26165232
0.01463,14.73554987,16.65554738
0.01464,12.76179877,16.26104349
0.01465,9.510565163,14.89632632
0.01466,6.109344263,9.341601179
0.01467,3.687996674,-4.429213609
0.01468,2.949849846,0.057212927
0.01469,3.906544798,-2.086892484
0.0147,5.877852523,4.374629655
0.01471,7.756463002,10.13517904
0.01472,8.436528108,12.75477381
0.01473,7.242181453,4.422818143
0.01474,4.192258597,-2.183509908
0.01475,9.45772E-13,0.987607032
0.01476,-4.192258597,-7.311047452
0.01477,-7.242181453,-4.823530109
0.01478,-8.436528108,-11.20966283
0.01479,-7.756463002,-13.65065943
0.0148,-5.877852523,-1.149032128
0.01481,-3.906544798,3.589131169
0.01482,-2.949849846,-1.382174192
0.01483,-3.687996674,-1.641740206
0.01484,-6.109344263,4.70882755
0.01485,-9.510565163,-5.389790675
0.01486,-12.76179877,-16.43184748
0.01487,-14.73554987,-8.123068831
0.01488,-14.73554987,-14.00193065
0.01489,-12.76179877,-7.996458096
0.0149,-9.510565163,-10.19602961
0.01491,-6.109344263,1.05600833
0.01492,-3.687996674,-6.022543582
0.01493,-2.949849846,-5.534953239
0.01494,-3.906544798,-1.453015261
0.01495,-5.877852523,1.174466882
0.01496,-7.756463002,-6.151876717
0.01497,-8.436528108,-9.931163536
0.01498,-7.242181453,-4.196886973
0.01499,-4.192258597,-5.47247427
0.015,-4.70444E-13,-1.169498334
0.01501,4.192258597,1.804517848
0.01502,7.242181453,18.60788705
0.01503,8.436528108,2.115137198
0.01504,7.756463002,13.63800959
0.01505,5.877852523,1.826384381
0.01506,3.906544798,0.406902484
0.01507,2.949849846,5.746119558
0.01508,3.687996674,-5.353759754
0.01509,6.109344263,6.402144983
0.0151,9.510565163,5.76958465
0.01511,12.76179877,2.740067691
0.01512,14.73554987,6.617386181
0.01513,14.73554987,22.77549003
0.01514,12.76179877,17.81619246
0.01515,9.510565163,11.66935538
0.01516,6.109344263,8.001392833
0.01517,3.687996674,0.15957681
0.01518,2.949849846,2.677630807
0.01519,3.906544798,-4.924853102
0.0152,5.877852523,1.915791287
0.01521,7.756463002,4.648390951
0.01522,8.436528108,0.967956547
0.01523,7.242181453,17.52835882
0.01524,4.192258597,-0.922406062
0.01525,2.79333E-13,-7.015435805
0.01526,-4.192258597,0.050785259
0.01527,-7.242181453,-12.74933419
0.01528,-8.436528108,-13.42364795
0.01529,-7.756463002,-11.1393542
0.0153,-5.877852523,-10.82267288
0.01531,-3.906544798,-4.108532994
0.01532,-2.949849846,4.084913034
0.01533,-3.687996674,-0.257416642
0.01534,-6.109344263,-13.42638474
0.01535,-9.510565163,-10.55225008
0.01536,-12.76179877,-21.52152488
0.01537,-14.73554987,-20.66515962
0.01538,-14.73554987,-14.00591921
0.01539,-12.76179877,-17.6020164
0.0154,-9.510565163,-14.05722578
0.01541,-6.109344263,-6.826233343
0.01542,-3.687996674,-7.176148522
0.01543,-2.949849846,1.985592732
0.01544,-3.906544798,-4.483184437
0.01545,-5.877852523,3.157443855
0.01546,-7.756463002,-4.420362797
0.01547,-8.436528108,-4.899623069
0.01548,-7.242181453,-7.532318278
0.01549,-4.192258597,-7.291397988
0.0155,-3.72439E-13,-4.107259292
0.01551,4.192258597,6.050142982
0.01552,7.242181453,6.586649764
0.01553,8.436528108,18.10984209
0.01554,7.756463002,1.551746363
0.01555,5.877852523,-3.833047361
0.01556,3.906544798,13.90103774
0.01557,2.949849846,11.74920943
0.01558,3.687996674,4.399046176
0.01559,6.109344263,0.811962376
0.0156,9.510565163,12.0215378
0.01561,12.76179877,12.34874589
0.01562,14.73554987,15.67253762
0.01563,14.73554987,18.79916396
0.01564,12.76179877,15.86911747
0.01565,9.510565163,15.28856145
0.01566,6.109344263,3.130960998
0.01567,3.687996674,-4.114346848
0.01568,2.949849846,4.936883157
0.01569,3.906544798,5.734858571
0.0157,5.877852523,8.283103479
0.01571,7.756463002,8.010587118
0.01572,8.436528108,1.210222721
0.01573,7.242181453,1.831176897
0.01574,4.192258597,4.700853657
0.01575,1.81327E-13,1.873399245
0.01576,-4.192258597,-0.14978655
0.01577,-7.242181453,-3.474841018
0.01578,-8.436528108,-12.3586368
0.01579,-7.756463002,-4.571414114
0.0158,-5.877852523,-2.365883733
0.01581,-3.906544798,-5.296425293
0.01582,-2.949849846,-1.10661995
0.01583,-3.687996674,-5.119119315
0.01584,-6.109344263,-3.231898501
0.01585,-9.510565163,-6.897432445
0.01586,-12.76179877,-22.0457395
0.01587,-14.73554987,-16.61010881
0.01588,-14.73554987,-14.97184805
0.01589,-12.76179877,-19.68058298
0.0159,-9.510565163,-11.71647758
0.01591,-6.109344263,-6.429885166
0.01592,-3.687996674,0.35003668
0.01593,-2.949849846,-2.348519413
0.01594,-3.906544798,6.003600285
0.01595,-5.877852523,-10.33489812
0.01596,-7.756463002,-1.267613122
0.01597,-8.436528108,-7.528114959
0.01598,-7.242181453,-11.56931498
0.01599,-4.192258597,-11.17348956
0.016,-2.74433E-13,4.3239059
0.01601,4.192258597,-3.541373164
0.01602,7.242181453,5.595368298
0.01603,8.436528108,6.418197325
0.01604,7.756463002,7.682488775
0.01605,5.877852523,-1.579420879
0.01606,3.906544798,8.8085943
0.01607,2.949849846,0.494744268
0.01608,3.687996674,3.463741887
0.01609,6.109344263,16.60099848
0.0161,9.510565163,8.443259335
0.01611,12.76179877,11.28039006
0.01612,14.73554987,12.31750878
0.01613,14.73554987,10.28754742
0.01614,12.76179877,22.98745041
0.01615,9.510565163,12.40607377
0.01616,6.109344263,7.926073227
0.01617,3.687996674,2.589081786
0.01618,2.949849846,15.72851823
0.01619,3.906544798,6.898267834
0.0162,5.877852523,6.964620952
0.01621,7.756463002,-3.175491065
0.01622,8.436528108,12.75502298
0.01623,7.242181453,10.15162421
0.01624,4.192258597,5.558053194
0.01625,8.3322E-14,-5.151894367
0.01626,-4.192258597,-2.491139211
0.01627,-7.242181453,-14.35411484
0.01628,-8.436528108,-11.39522236
0.01629,-7.756463002,-2.192730289
0.0163,-5.877852523,2.064047855
0.01631,-3.906544798,0.673715767
0.01632,-2.949849846,-8.220680979
0.01633,-3.687996674,-6.417133286
0.01634,-6.109344263,-10.43529104
0.01635,-9.510565163,-12.52823378
0.01636,-12.76179877,-12.76454663
0.01637,-14.73554987,-22.61829135
0.01638,-14.73554987,-11.94383479
0.01639,-12.76179877,-5.218481582
0.0164,-9.510565163,-18.09764844
0.01641,-6.109344263,-4.35145111
0.01642,-3.687996674,0.543434084
0.01643,-2.949849846,-2.330710496
0.01644,-3.906544798,-6.111788241
0.01645,-5.877852523,-2.542094022
0.01646,-7.756463002,-0.606349606
0.01647,-8.436528108,-5.433830001
0.01648,-7.242181453,-8.209982752
0.01649,-4.192258597,-0.104889489
0.0165,3.92006E-13,2.332480442
0.01651,4.192258597,5.484790421
0.01652,7.242181453,-0.004038319
0.01653,8.436528108,4.917846779
0.01654,7.756463002,5.28845063
0.01655,5.877852523,6.527111341
0.01656,3.906544798,-1.536821118
0.01657,2.949849846,10.99231772
0.01658,3.687996674,11.30260684
0.01659,6.109344263,3.205500313
0.0166,9.510565163,11.45101409
0.01661,12.76179877,17.07366497
0.01662,14.73554987,18.7703573
0.01663,14.73554987,19.3773632
0.01664,12.76179877,13.30541874
0.01665,9.510565163,8.914595031
0.01666,6.109344263,12.06205369
0.01667,3.687996674,9.18998035
0.01668,2.949849846,-0.152875746
0.01669,3.906544798,8.698974293
0.0167,5.877852523,8.175333671
0.01671,7.756463002,0.695832717
0.01672,8.436528108,6.969469181
0.01673,7.242181453,4.055096531
0.01674,4.192258597,7.992459485
0.01675,-5.83118E-13,1.312500854
0.01676,-4.192258597,3.569602542
0.01677,-7.242181453,0.490531309
0.01678,-8.436528108,-11.6887841
0.01679,-7.756463002,-6.763765112
0.0168,-5.877852523,-9.285009312
0.01681,-3.906544798,-2.803070908
0.01682,-2.949849846,-4.27024298
0.01683,-3.687996674,-2.52088145
0.01684,-6.109344263,-7.620156112
0.01685,-9.510565163,-0.001705934
0.01686,-12.76179877,-21.01537213
0.01687,-14.73554987,-6.33912957
0.01688,-14.73554987,-18.26729196
0.01689,-12.76179877,-13.30834175
0.0169,-9.510565163,-12.31591853
0.01691,-6.109344263,-10.76077113
0.01692,-3.687996674,-2.18470406
0.01693,-2.949849846,-7.033830575
0.01694,-3.906544798,-12.27363746
0.01695,-5.877852523,3.811801286
0.01696,-7.756463002,-1.661580918
0.01697,-8.436528108,-0.683986024
0.01698,-7.242181453,-9.848439068
0.01699,-4.192258597,-6.946480773
0.017,-7.84225E-14,-4.946366386
0.01701,4.192258597,10.56283024
0.01702,7.242181453,9.441260343
0.01703,8.436528108,9.066783782
0.01704,7.756463002,2.37295603
0.01705,5.877852523,9.263378016
0.01706,3.906544798,-6.132658187
0.01707,2.949849846,-4.161768134
0.01708,3.687996674,5.677043628
0.01709,6.109344263,3.542936209
0.0171,9.510565163,0.112631598
0.01711,12.76179877,15.07037646
0.01712,14.73554987,13.15259207
0.01713,14.73554987,11.10377872
0.01714,12.76179877,11.38796202
0.01715,9.510565163,3.205654227
0.01716,6.109344263,2.134505735
0.01717,3.687996674,8.262292081
0.01718,2.949849846,-1.283988914
0.01719,3.906544798,-0.520302439
0.0172,5.877852523,0.963568416
0.01721,7.756463002,4.82803596
0.01722,8.436528108,12.52472458
0.01723,7.242181453,6.969463699
0.01724,4.192258597,-2.286947073
0.01725,-1.12689E-13,0.069727884
0.01726,-4.192258597,-6.733804806
0.01727,-7.242181453,1.225239923
0.01728,-8.436528108,-9.426880291
0.01729,-7.756463002,-2.960565356
0.0173,-5.877852523,-18.24231566
0.01731,-3.906544798,-4.52866739
0.01732,-2.949849846,-0.274031973
0.01733,-3.687996674,-9.383583798
0.01734,-6.109344263,-9.920049394
0.01735,-9.510565163,-9.206439779
0.01736,-12.76179877,-6.80685528
0.01737,-14.73554987,-17.51587858
0.01738,-14.73554987,-14.04692013
0.01739,-12.76179877,-10.87498604
0.0174,-9.510565163,-15.08346765
0.01741,-6.109344263,-4.871052081
0.01742,-3.687996674,0.275573671
0.01743,-2.949849846,-7.54663702
0.01744,-3.906544798,4.44181882
0.01745,-5.877852523,-8.157509732
0.01746,-7.756463002,-7.530861091
0.01747,-8.436528108,-11.00147871
0.01748,-7.242181453,5.287812372
0.01749,-4.192258597,-8.405201487
0.0175,3.038E-13,5.572484412
0.01751,4.192258597,2.922274691
0.01752,7.242181453,0.265792923
0.01753,8.436528108,-1.074089974
0.01754,7.756463002,0.939129108
0.01755,5.877852523,-2.562702688
0.01756,3.906544798,3.489785243
0.01757,2.949849846,1.910305616
0.01758,3.687996674,1.114122991
0.01759,6.109344263,-2.919274977
0.0176,9.510565163,6.020044629
0.01761,12.76179877,15.61818658
0.01762,14.73554987,9.576131606
0.01763,14.73554987,16.32384793
0.01764,12.76179877,11.9860085
0.01765,9.510565163,18.61841998
0.01766,6.109344263,9.094020259
0.01767,3.687996674,2.868943978
0.01768,2.949849846,1.190953835
0.01769,3.906544798,3.520885337
0.0177,5.877852523,4.73101462
0.01771,7.756463002,1.424190827
0.01772,8.436528108,10.56963277
0.01773,7.242181453,-0.546211125
0.01774,4.192258597,0.372499244
0.01775,9.26174E-13,-5.198172494
0.01776,-4.192258597,-8.996368083
0.01777,-7.242181453,-7.146504203
0.01778,-8.436528108,-3.047520554
0.01779,-7.756463002,-4.238934339
0.0178,-5.877852523,-8.772079231
0.01781,-3.906544798,-2.750283817
0.01782,-2.949849846,4.867772591
0.01783,-3.687996674,-3.581378619
0.01784,-6.109344263,-4.573051797
0.01785,-9.510565163,-8.038915544
0.01786,-12.76179877,-11.93965903
0.01787,-14.73554987,-13.04400995
0.01788,-14.73554987,-5.328017758
0.01789,-12.76179877,-9.279324409
0.0179,-9.510565163,-1.191521198
0.01791,-6.109344263,-5.664269049
0.01792,-3.687996674,-0.578223068
0.01793,-2.949849846,-7.644047696
0.01794,-3.906544798,-10.58733813
0.01795,-5.877852523,-6.517112676
0.01796,-7.756463002,-5.461870174
0.01797,-8.436528108,-8.085459324
0.01798,-7.242181453,1.660503224
0.01799,-4.192258597,-0.55229313
0.018,-4.50846E-13,-9.140551875
0.01801,4.192258597,3.560048351
0.01802,7.242181453,11.75156139
0.01803,8.436528108,-0.179050199
0.01804,7.756463002,11.28079433
0.01805,5.877852523,4.726821939
0.01806,3.906544798,2.053594361
0.01807,2.949849846,-3.458709716
0.01808,3.687996674,6.689193469
0.01809,6.109344263,1.323934343
0.0181,9.510565163,3.151959558
0.01811,12.76179877,17.08246518
0.01812,14.73554987,19.27007681
0.01813,14.73554987,15.12248702
0.01814,12.76179877,6.877847635
0.01815,9.510565163,17.36998446
0.01816,6.109344263,6.994339116
0.01817,3.687996674,9.723733599
0.01818,2.949849846,12.11886322
0.01819,3.906544798,1.276786657
0.0182,5.877852523,1.436813362
0.01821,7.756463002,8.352027958
0.01822,8.436528108,2.505205487
0.01823,7.242181453,2.777209515
0.01824,4.192258597,9.377305064
0.01825,1.3966E-12,2.175520218
0.01826,-4.192258597,-11.10769545
0.01827,-7.242181453,-6.699093475
0.01828,-8.436528108,-5.706417864
0.01829,-7.756463002,-15.13617634
0.0183,-5.877852523,-3.800385975
0.01831,-3.906544798,-6.048434059
0.01832,-2.949849846,1.966534951
0.01833,-3.687996674,-5.144695651
0.01834,-6.109344263,-0.679828319
0.01835,-9.510565163,-17.68929712
0.01836,-12.76179877,-14.7352364
0.01837,-14.73554987,-10.06198847
0.01838,-14.73554987,-19.86275931
0.01839,-12.76179877,-11.64265549
0.0184,-9.510565163,-8.894856094
0.01841,-6.109344263,-18.36340621
0.01842,-3.687996674,-1.86852053
0.01843,-2.949849846,1.832231942
0.01844,-3.906544798,-3.674252229
0.01845,-5.877852523,-11.5972739
0.01846,-7.756463002,-5.940887853
0.01847,-8.436528108,-11.79282688
0.01848,-7.242181453,-12.61557357
0.01849,-4.192258597,-1.195714239
0.0185,-9.21275E-13,2.787313023
0.01851,4.192258597,8.567435806
0.01852,7.242181453,4.540763944
0.01853,8.436528108,7.252262092
0.01854,7.756463002,15.63298185
0.01855,5.877852523,6.960543
0.01856,3.906544798,8.94594525
0.01857,2.949849846,0.411733468
0.01858,3.687996674,6.325210586
0.01859,6.109344263,1.204123494
0.0186,9.510565163,10.56854595
0.01861,12.76179877,13.22191459
0.01862,14.73554987,21.80105385
0.01863,14.73554987,13.53160671
0.01864,12.76179877,12.91912601
0.01865,9.510565163,12.24804602
0.01866,6.109344263,14.22485605
0.01867,3.687996674,-1.252453855
0.01868,2.949849846,4.535342994
0.01869,3.906544798,1.073927356
0.0187,5.877852523,7.467769103
0.01871,7.756463002,8.471943917
0.01872,8.436528108,4.806552731
0.01873,7.242181453,3.947252718
0.01874,4.192258597,-2.214585915
0.01875,7.30164E-13,-7.167811136
0.01876,-4.192258597,-1.65545177
0.01877,-7.242181453,-12.49301325
0.01878,-8.436528108,-8.061278985
0.01879,-7.756463002,-5.149342349
0.0188,-5.877852523,-8.875587448
0.01881,-3.906544798,-1.465276141
0.01882,-2.949849846,-3.719779634
0.01883,-3.687996674,-4.830168278
0.01884,-6.109344263,-9.865900057
0.01885,-9.510565163,-18.2217704
0.01886,-12.76179877,-12.87543839
0.01887,-14.73554987,-17.03069501
0.01888,-14.73554987,-15.47173297
0.01889,-12.76179877,-5.380504025
0.0189,-9.510565163,-14.60204228
0.01891,-6.109344263,-4.550531259
0.01892,-3.687996674,-7.040189061
0.01893,-2.949849846,-8.780966877
0.01894,-3.906544798,-0.613615767
0.01895,-5.877852523,-4.072747206
0.01896,-7.756463002,-10.5963248
0.01897,-8.436528108,-8.93247662
0.01898,-7.242181453,-7.41775864
0.01899,-4.192258597,-7.887317412
0.019,-2.54835E-13,-8.647355646
0.01901,4.192258597,1.141533546
0.01902,7.242181453,9.026646304
0.01903,8.436528108,3.585031727
0.01904,7.756463002,6.709768368
0.01905,5.877852523,9.868359652
0.01906,3.906544798,1.430032325
0.01907,2.949849846,0.264274369
0.01908,3.687996674,4.058255036
0.01909,6.109344263,12.87585733
0.0191,9.510565163,9.176507504
0.01911,12.76179877,11.16536675
0.01912,14.73554987,13.78992822
0.01913,14.73554987,12.18880121
0.01914,12.76179877,12.63536883
0.01915,9.510565163,12.52150692
0.01916,6.109344263,4.740354103
0.01917,3.687996674,4.783796846
0.01918,2.949849846,3.854454829
0.01919,3.906544798,10.2868717
0.0192,5.877852523,1.761376502
0.01921,7.756463002,11.35790666
0.01922,8.436528108,10.98117549
0.01923,7.242181453,13.73083315
0.01924,4.192258597,3.008635462
0.01925,6.3724E-14,1.048881249
0.01926,-4.192258597,0.69543483
0.01927,-7.242181453,-5.444636316
0.01928,-8.436528108,-12.05317052
0.01929,-7.756463002,-3.594081086
0.0193,-5.877852523,-5.293179769
0.01931,-3.906544798,-6.809692591
0.01932,-2.949849846,0.643313542
0.01933,-3.687996674,0.717432074
0.01934,-6.109344263,-2.33996846
0.01935,-9.510565163,-3.688159451
0.01936,-12.76179877,-7.040258566
0.01937,-14.73554987,-11.03481766
0.01938,-14.73554987,-18.00720679
0.01939,-12.76179877,-15.58329455
0.0194,-9.510565163,-12.76826592
0.01941,-6.109344263,-3.928230014
0.01942,-3.687996674,0.859410106
0.01943,-2.949849846,0.65070869
0.01944,-3.906544798,-9.462413266
0.01945,-5.877852523,-5.738252131
0.01946,-7.756463002,-7.617516692
0.01947,-8.436528108,-7.928752355
0.01948,-7.242181453,-4.421733343
0.01949,-4.192258597,1.138602811
0.0195,-7.25264E-13,-13.54982766
0.01951,4.192258597,9.944620336
0.01952,7.242181453,-0.320152782
0.01953,8.436528108,10.31099029
0.01954,7.756463002,6.866444973
0.01955,5.877852523,0.937534431
0.01956,3.906544798,5.99751702
0.01957,2.949849846,8.21226362
0.01958,3.687996674,1.137362966
0.01959,6.109344263,3.462406431
0.0196,9.510565163,16.16693054
0.01961,12.76179877,19.43643505
0.01962,14.73554987,5.429905225
0.01963,14.73554987,19.32976198
0.01964,12.76179877,20.04484129
0.01965,9.510565163,5.071549001
0.01966,6.109344263,3.993398771
0.01967,3.687996674,-3.193082058
0.01968,2.949849846,4.283773214
0.01969,3.906544798,0.206931735
0.0197,5.877852523,-4.391428892
0.01971,7.756463002,15.77259423
0.01972,8.436528108,3.019979568
0.01973,7.242181453,7.200651241
0.01974,4.192258597,-2.913475464
0.01975,5.34153E-13,-0.69840684
0.01976,-4.192258597,-5.821920315
0.01977,-7.242181453,-1.017835967
0.01978,-8.436528108,-11.66362402
0.01979,-7.756463002,-10.19423963
0.0198,-5.877852523,-0.159428285
0.01981,-3.906544798,-2.533401271
0.01982,-2.949849846,1.966491944
0.01983,-3.687996674,-0.847186238
0.01984,-6.109344263,-1.341477486
0.01985,-9.510565163,-5.290724157
0.01986,-12.76179877,-14.70759087
0.01987,-14.73554987,-5.950296471
0.01988,-14.73554987,-10.59662823
0.01989,-12.76179877,-13.16964736
0.0199,-9.510565163,-4.026487299
0.01991,-6.109344263,-8.876409398
0.01992,-3.687996674,-0.489079099
0.01993,-2.949849846,-1.013536845
0.01994,-3.906544798,-5.560162826
0.01995,-5.877852523,0.320109941
0.01996,-7.756463002,-9.869946307
0.01997,-8.436528108,-14.31120525
0.01998,-7.242181453,-13.17025587
0.01999,-4.192258597,-4.956462987
0.02,-5.88245E-14,5.412701307
0.02001,4.192258597,-2.192740782
0.02002,7.242181453,9.989505885
0.02003,8.436528108,10.4097485
0.02004,7.756463002,8.277534797
0.02005,5.877852523,7.279760646
0.02006,3.906544798,-0.500725
0.02007,2.949849846,10.30579619
0.02008,3.687996674,-2.625199469
0.02009,6.109344263,3.495546856
0.0201,9.510565163,14.8049259
0.02011,12.76179877,14.44678103
0.02012,14.73554987,17.04428536
0.02013,14.73554987,9.8870132
0.02014,12.76179877,6.352179136
0.02015,9.510565163,9.270291751
0.02016,6.109344263,4.795835926
0.02017,3.687996674,8.0109857
0.02018,2.949849846,4.631909399
0.02019,3.906544798,8.159684139
0.0202,5.877852523,3.148971332
0.02021,7.756463002,7.502578948
0.02022,8.436528108,6.44077236
0.02023,7.242181453,6.95539302
0.02024,4.192258597,2.500811177
0.02025,-1.32287E-13,6.616118997
0.02026,-4.192258597,-13.77031668
0.02027,-7.242181453,-4.511847291
0.02028,-8.436528108,-4.115048682
0.02029,-7.756463002,-11.30459601
0.0203,-5.877852523,-12.71820776
0.02031,-3.906544798,-5.540983573
0.02032,-2.949849846,-10.45393808
0.02033,-3.687996674,-3.61699556
0.02034,-6.109344263,-9.850387754
0.02035,-9.510565163,-21.82956442
0.02036,-12.76179877,-17.40856835
0.02037,-14.73554987,-17.0128901
0.02038,-14.73554987,-13.67030034
0.02039,-12.76179877,-12.38641766
0.0204,-9.510565163,-0.367306853
0.02041,-6.109344263,-12.98324316
0.02042,-3.687996674,-1.633425602
0.02043,-2.949849846,-3.854795857
0.02044,-3.906544798,-4.257936803
0.02045,-5.877852523,-1.080756215
0.02046,-7.756463002,-3.370209901
0.02047,-8.436528108,-7.210635544
0.02048,-7.242181453,-7.992738147
0.02049,-4.192258597,-4.879926802
0.0205,3.23398E-13,1.537325821
0.02051,4.192258597,8.633179259
0.02052,7.242181453,1.081514225
0.02053,8.436528108,16.35084422
0.02054,7.756463002,3.119362051
0.02055,5.877852523,7.598979006
0.02056,3.906544798,13.08261196
0.02057,2.949849846,9.598328233
0.02058,3.687996674,12.16934938
0.02059,6.109344263,4.111366387
0.0206,9.510565163,17.51533453
0.02061,12.76179877,13.09957455
0.02062,14.73554987,12.87465852
0.02063,14.73554987,14.06033233
0.02064,12.76179877,11.89775917
0.02065,9.510565163,9.290659161
0.02066,6.109344263,-2.449665131
0.02067,3.687996674,4.515768136
0.02068,2.949849846,3.885324668
0.02069,3.906544798,5.125986184
0.0207,5.877852523,3.871239934
0.02071,7.756463002,-8.98189495
0.02072,8.436528108,3.855434229
0.02073,7.242181453,3.904331947
0.02074,4.192258597,8.916772685
0.02075,5.3925E-14,5.738213018
0.02076,-4.192258597,-1.519133118
0.02077,-7.242181453,-9.558432221
0.02078,-8.436528108,-5.201638998
0.02079,-7.756463002,-2.681738362
0.0208,-5.877852523,2.97471227
0.02081,-3.906544798,-6.568828388
0.02082,-2.949849846,-1.546956884
0.02083,-3.687996674,-11.75334618
0.02084,-6.109344263,-6.571690734
0.02085,-9.510565163,-7.189741246
0.02086,-12.76179877,-8.738307089
0.02087,-14.73554987,-9.787129646
0.02088,-14.73554987,-9.686271649
0.02089,-12.76179877,-11.03713257
0.0209,-9.510565163,-4.124030698
0.02091,-6.109344263,-12.93894904
0.02092,-3.687996674,-7.269754658
0.02093,-2.949849846,4.830095231
0.02094,-3.906544798,0.376679089
0.02095,-5.877852523,-0.686803003
0.02096,-7.756463002,-12.97959784
0.02097,-8.436528108,-10.52509793
0.02098,-7.242181453,-6.968302857
0.02099,-4.192258597,-6.430049546
0.021,1.37186E-13,-0.548548181
0.02101,4.192258597,8.452912237
0.02102,7.242181453,5.671163701
0.02103,8.436528108,7.484566802
0.02104,7.756463002,13.89851884
0.02105,5.877852523,2.957428375
0.02106,3.906544798,-1.840027866
0.02107,2.949849846,11.53976542
0.02108,3.687996674,9.103716178
0.02109,6.109344263,6.089567308
0.0211,9.510565163,7.602983822
0.02111,12.76179877,12.64151859
0.02112,14.73554987,16.1133892
0.02113,14.73554987,8.722368039
0.02114,12.76179877,9.157512666
0.02115,9.510565163,13.94784847
0.02116,6.109344263,-0.820802012
0.02117,3.687996674,-0.177745176
0.02118,2.949849846,4.575346306
0.02119,3.906544798,8.484639224
0.0212,5.877852523,4.632053819
0.02121,7.756463002,-2.01425889
0.02122,8.436528108,4.95953435
